Cluster,Size,Pct,Top_Permit,Top_Job,Residential%,Avg_Year,Processing_Days,Label
1927,107,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1928,125,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1929,88,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1930,141,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1931,196,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1932,223,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1933,223,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1934,60,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1935,53,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1936,62,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1937,253,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1938,64,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1939,55,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1940,95,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1941,52,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1942,99,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1943,110,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1944,190,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
1945,58,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1946,149,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1947,111,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1948,66,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1949,122,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1950,58,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1951,69,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1952,124,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1953,151,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1954,81,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1955,55,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1956,555,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1957,112,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1958,83,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1959,62,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1960,35,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1961,61,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1962,179,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1963,135,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1964,48,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1965,112,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1966,78,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1967,58,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1968,85,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1969,62,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1970,114,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1971,154,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1972,86,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1973,55,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1974,107,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1975,66,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1976,99,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1977,179,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1978,90,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1979,96,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1980,153,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1981,69,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1982,87,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1983,67,0.0%,Plumbing,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Plumbing
1984,139,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1985,62,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1986,59,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1987,55,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1988,123,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1989,71,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1990,72,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1991,70,0.0%,New Building,New Building,100.0%,1992,N/A,Specialized/Rare Residential - New Building
1992,125,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1993,53,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1994,80,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1995,81,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
1996,52,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1997,108,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
1998,64,0.0%,Equipment Work,Alteration Type 2,100.0%,2021,N/A,Specialized/Rare Residential - Equipment Work
1999,75,0.0%,Equipment Work,Alteration Type 2,100.0%,2021,N/A,Specialized/Rare Residential - Equipment Work
2000,130,0.0%,Equipment Work,Alteration Type 2,100.0%,2021,N/A,Specialized/Rare Residential - Equipment Work
2001,70,0.0%,Equipment Work,Alteration Type 2,100.0%,2021,N/A,Specialized/Rare Residential - Equipment Work
2002,56,0.0%,Equipment Work,Alteration Type 2,100.0%,2021,N/A,Specialized/Rare Residential - Equipment Work
2003,211,0.0%,Equipment Work,Alteration Type 2,0.0%,2021,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2004,80,0.0%,Equipment Work,Alteration Type 2,100.0%,2021,N/A,Specialized/Rare Residential - Equipment Work
2005,43,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2006,90,0.0%,Equipment Work,Alteration Type 2,0.0%,2021,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2007,55,0.0%,Equipment Work,Alteration Type 2,0.0%,2021,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2008,555,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2009,54,0.0%,Equipment Work,Alteration Type 2,100.0%,2021,N/A,Specialized/Rare Residential - Equipment Work
2010,51,0.0%,Equipment Work,Alteration Type 2,0.0%,2021,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2011,55,0.0%,Equipment Work,Alteration Type 2,0.0%,2021,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2012,53,0.0%,Equipment Work,Alteration Type 2,0.0%,2021,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2013,76,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2014,53,0.0%,Plumbing,New Building,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2015,77,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2016,550,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2017,51,0.0%,New Building,New Building,100.0%,2004,N/A,Specialized/Rare Residential - New Building
2018,169,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2019,195,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2020,86,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2021,65,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2022,102,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2023,61,0.0%,Plumbing,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2024,921,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2025,187,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2026,61,0.0%,New Building,New Building,100.0%,1997,N/A,Specialized/Rare Residential - New Building
2027,89,0.0%,Plumbing,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2028,96,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2029,79,0.0%,Plumbing,Alteration Type 2,0.0%,1997,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2030,89,0.0%,Plumbing,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2031,249,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2032,58,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
2033,758,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2034,57,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2035,78,0.0%,Plumbing,New Building,100.0%,1993,N/A,Specialized/Rare Residential - Plumbing
2036,86,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2037,69,0.0%,Plumbing,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2038,51,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2039,617,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2040,52,0.0%,New Building,New Building,100.0%,1993,N/A,Specialized/Rare Residential - New Building
2041,121,0.0%,Plumbing,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2042,158,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2043,81,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2044,55,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2045,651,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2046,68,0.0%,Equipment Work,Alteration Type 2,0.0%,1997,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2047,1162,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Small Commercial/Mixed - Equipment Work
2048,62,0.0%,New Building,New Building,100.0%,2006,N/A,Specialized/Rare Residential - New Building
2049,58,0.0%,Equipment Work,Alteration Type 2,0.0%,1997,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2050,863,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2051,59,0.0%,Plumbing,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2052,51,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2053,57,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2054,73,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2055,652,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2056,213,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2057,76,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2058,62,0.0%,Plumbing,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2059,63,0.0%,New Building,New Building,100.0%,1993,N/A,Specialized/Rare Residential - New Building
2060,112,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2061,889,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2062,92,0.0%,Plumbing,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2063,59,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2064,66,0.0%,Equipment Work,Alteration Type 2,0.0%,1990,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2065,60,0.0%,New Building,New Building,100.0%,1998,N/A,Specialized/Rare Residential - New Building
2066,52,0.0%,Plumbing,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2067,74,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2068,52,0.0%,New Building,New Building,100.0%,1993,N/A,Specialized/Rare Residential - New Building
2069,151,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2070,140,0.0%,New Building,New Building,100.0%,1993,N/A,Specialized/Rare Residential - New Building
2071,72,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2072,58,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2073,76,0.0%,Equipment Work,Alteration Type 2,0.0%,2009,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2074,56,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2075,140,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2076,88,0.0%,Plumbing,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2077,58,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2078,55,0.0%,Plumbing,New Building,100.0%,2006,N/A,Specialized/Rare Residential - Plumbing
2079,58,0.0%,Equipment Work,Alteration Type 2,0.0%,1993,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2080,140,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2081,662,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2082,57,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2083,55,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2084,70,0.0%,Equipment Work,Alteration Type 2,0.0%,2000,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2085,551,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2086,137,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2087,51,0.0%,Plumbing,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2088,952,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2089,110,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2090,219,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2091,67,0.0%,Equipment Work,Alteration Type 2,0.0%,1990,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2092,283,0.0%,Equipment Work,Alteration Type 2,0.0%,1990,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2093,731,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2094,62,0.0%,Plumbing,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2095,56,0.0%,Plumbing,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2096,697,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2097,295,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2098,63,0.0%,Plumbing,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2099,58,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2100,67,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2101,88,0.0%,New Building,New Building,100.0%,2002,N/A,Specialized/Rare Residential - New Building
2102,69,0.0%,New Building,New Building,100.0%,2002,N/A,Specialized/Rare Residential - New Building
2103,64,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2104,190,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2105,54,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
2106,68,0.0%,Plumbing,Alteration Type 2,0.0%,1994,N/A,Specialized/Rare Commercial/Mixed - Plumbing
2107,1099,0.0%,Equipment Work,Alteration Type 2,0.0%,1994,N/A,Small Commercial/Mixed - Equipment Work
