Cluster,Size,Pct,Top_Permit,Top_Job,Residential%,Avg_Year,Processing_Days,Label
236,138,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
237,138,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
238,77,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
239,91,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
240,584,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
241,465,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
242,442,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
243,1232,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Small Commercial/Mixed - Equipment Work
244,156,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
245,304,0.0%,Equipment Work,Alteration Type 2,0.0%,2020,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
246,92,0.0%,Equipment Work,Alteration Type 2,0.0%,2021,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
247,81,0.0%,Equipment Work,Alteration Type 2,100.0%,2022,N/A,Specialized/Rare Residential - Equipment Work
248,117,0.0%,Equipment Work,Alteration Type 2,0.0%,2021,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
249,129,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
250,1373,0.0%,Equipment Work,Alteration Type 2,0.0%,2017,N/A,Small Commercial/Mixed - Equipment Work
251,165,0.0%,Equipment Work,Alteration Type 2,0.0%,1990,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
252,656,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
253,1293,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Small Commercial/Mixed - Equipment Work
254,1130,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Small Commercial/Mixed - Equipment Work
255,214,0.0%,Equipment Work,Alteration Type 2,100.0%,2016,N/A,Specialized/Rare Residential - Equipment Work
256,558,0.0%,Equipment Work,Alteration Type 2,0.0%,1990,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
257,708,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
258,121,0.0%,Equipment Work,Alteration Type 2,100.0%,2020,N/A,Specialized/Rare Residential - Equipment Work
259,118,0.0%,Equipment Work,Alteration Type 2,0.0%,2005,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
260,346,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
261,74,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
262,210,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
263,74,0.0%,New Building,New Building,100.0%,1998,N/A,Specialized/Rare Residential - New Building
264,1415,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Small Commercial/Mixed - Equipment Work
265,155,0.0%,Equipment Work,Alteration Type 2,100.0%,2019,N/A,Specialized/Rare Residential - Equipment Work
266,1507,0.0%,Equipment Work,Alteration Type 2,0.0%,2005,N/A,Small Commercial/Mixed - Equipment Work
267,89,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
268,1032,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Small Commercial/Mixed - Equipment Work
269,977,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
270,1580,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Small Commercial/Mixed - Equipment Work
271,149,0.0%,Equipment Work,Alteration Type 2,0.0%,2005,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
272,219,0.0%,Equipment Work,Alteration Type 2,100.0%,2014,N/A,Specialized/Rare Residential - Equipment Work
273,160,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
274,82,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
275,1032,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Small Commercial/Mixed - Equipment Work
276,92,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
277,1062,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Small Commercial/Mixed - Equipment Work
278,1501,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Small Commercial/Mixed - Equipment Work
279,202,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
280,161,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
281,283,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
282,78,0.0%,Plumbing,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Plumbing
283,862,0.0%,Equipment Work,Alteration Type 2,0.0%,2001,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
284,69,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
285,116,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
286,689,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
287,748,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
288,69,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
289,106,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
290,198,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
291,1415,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Small Commercial/Mixed - Equipment Work
292,607,0.0%,Equipment Work,Alteration Type 2,0.0%,2002,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
293,268,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
294,501,0.0%,Equipment Work,Alteration Type 2,0.0%,2002,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
295,105,0.0%,Equipment Work,Alteration Type 2,0.0%,2005,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
296,1047,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Small Commercial/Mixed - Equipment Work
297,205,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
298,52,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
299,183,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
300,75,0.0%,Equipment Work,Alteration Type 2,0.0%,2002,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
301,85,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
302,122,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
303,982,0.0%,Equipment Work,Alteration Type 2,0.0%,2005,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
304,187,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
305,52,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
306,81,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
307,918,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
308,184,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
309,65,0.0%,Equipment Work,Alteration Type 2,100.0%,2009,N/A,Specialized/Rare Residential - Equipment Work
310,95,0.0%,Plumbing,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Plumbing
311,128,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
312,138,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
313,53,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
314,99,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
315,229,0.0%,Equipment Work,Alteration Type 2,0.0%,2000,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
316,1120,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Small Commercial/Mixed - Equipment Work
317,109,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
318,76,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
319,101,0.0%,New Building,New Building,100.0%,2005,N/A,Specialized/Rare Residential - New Building
320,78,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
321,65,0.0%,Equipment Work,Alteration Type 2,0.0%,2002,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
322,126,0.0%,Foundation,New Building,100.0%,2006,N/A,Specialized/Rare Residential - Foundation
323,85,0.0%,Equipment Work,Alteration Type 2,100.0%,2013,N/A,Specialized/Rare Residential - Equipment Work
324,684,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
325,84,0.0%,Plumbing,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Plumbing
326,113,0.0%,Plumbing,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Plumbing
327,1183,0.0%,Equipment Work,Alteration Type 2,0.0%,2005,N/A,Small Commercial/Mixed - Equipment Work
328,254,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
329,186,0.0%,Equipment Work,Alteration Type 2,0.0%,2002,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
330,62,0.0%,New Building,New Building,100.0%,2006,N/A,Specialized/Rare Residential - New Building
331,99,0.0%,Equipment Work,Alteration Type 2,0.0%,2005,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
332,186,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
333,250,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
334,152,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
335,109,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
336,133,0.0%,Equipment Work,Alteration Type 2,0.0%,2005,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
337,124,0.0%,Equipment Work,Alteration Type 2,0.0%,1990,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
338,407,0.0%,Equipment Work,Alteration Type 2,0.0%,1990,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
339,78,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
340,113,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
341,144,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
342,77,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
343,89,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
344,97,0.0%,Plumbing,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Plumbing
345,97,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
346,65,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
347,74,0.0%,New Building,New Building,100.0%,1998,N/A,Specialized/Rare Residential - New Building
348,88,0.0%,Plumbing,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Plumbing
349,238,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
350,68,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
351,84,0.0%,Plumbing,Alteration Type 2,0.0%,2001,N/A,Specialized/Rare Commercial/Mixed - Plumbing
352,124,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
353,67,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
354,121,0.0%,Equipment Work,Alteration Type 2,0.0%,2001,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
355,130,0.0%,Equipment Work,Alteration Type 2,100.0%,2009,N/A,Specialized/Rare Residential - Equipment Work
356,135,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
357,60,0.0%,Equipment Work,Alteration Type 2,0.0%,2001,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
358,66,0.0%,Equipment Work,Alteration Type 2,0.0%,2003,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
359,78,0.0%,Plumbing,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Plumbing
360,245,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
361,123,0.0%,Plumbing,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Plumbing
362,95,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
363,78,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
364,133,0.0%,Plumbing,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Plumbing
365,145,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
366,58,0.0%,New Building,New Building,100.0%,2007,N/A,Specialized/Rare Residential - New Building
367,61,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
368,84,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
369,105,0.0%,Equipment,Alteration Type 3,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment
370,107,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
371,243,0.0%,Equipment Work,Alteration Type 2,100.0%,2009,N/A,Specialized/Rare Residential - Equipment Work
372,220,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
373,88,0.0%,Equipment Work,Alteration Type 2,100.0%,2018,N/A,Specialized/Rare Residential - Equipment Work
374,104,0.0%,Plumbing,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Plumbing
375,109,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
376,76,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
377,89,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
378,99,0.0%,Equipment Work,Alteration Type 2,0.0%,2009,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
379,70,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
380,129,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
381,175,0.0%,Equipment,Alteration Type 3,0.0%,2009,N/A,Specialized/Rare Commercial/Mixed - Equipment
382,98,0.0%,Equipment Work,Alteration Type 2,0.0%,2009,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
383,61,0.0%,Plumbing,Alteration Type 2,0.0%,2005,N/A,Specialized/Rare Commercial/Mixed - Plumbing
384,464,0.0%,Equipment Work,Alteration Type 2,0.0%,1991,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
385,376,0.0%,Equipment Work,Alteration Type 2,0.0%,1990,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
386,469,0.0%,Equipment Work,Alteration Type 2,0.0%,1990,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
387,99,0.0%,Equipment Work,Alteration Type 2,0.0%,1991,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
388,423,0.0%,Equipment Work,Alteration Type 2,0.0%,1991,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
389,151,0.0%,Equipment Work,Alteration Type 2,0.0%,1991,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
390,72,0.0%,Equipment Work,Alteration Type 2,0.0%,1991,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
391,396,0.0%,Equipment Work,Alteration Type 2,0.0%,1991,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
392,544,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
393,89,0.0%,New Building,New Building,100.0%,1992,N/A,Specialized/Rare Residential - New Building
394,573,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
395,54,0.0%,Equipment Work,Alteration Type 2,0.0%,1992,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
396,1101,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Small Commercial/Mixed - Equipment Work
397,991,0.0%,Equipment Work,Alteration Type 2,0.0%,1996,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
398,1296,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Small Commercial/Mixed - Equipment Work
399,711,0.0%,Equipment Work,Alteration Type 2,0.0%,1995,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
400,78,0.0%,Equipment Work,Alteration Type 2,0.0%,1996,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
401,1121,0.0%,Equipment Work,Alteration Type 2,0.0%,2018,N/A,Small Commercial/Mixed - Equipment Work
402,74,0.0%,Equipment Work,Alteration Type 2,0.0%,1996,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
403,147,0.0%,Equipment Work,Alteration Type 2,0.0%,1997,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
404,64,0.0%,Equipment Work,Alteration Type 2,0.0%,1997,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
405,61,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
406,132,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
407,91,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
408,63,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
409,77,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
410,76,0.0%,New Building,New Building,100.0%,2003,N/A,Specialized/Rare Residential - New Building
411,127,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
412,98,0.0%,Equipment Work,Alteration Type 2,0.0%,2005,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
413,69,0.0%,Equipment Work,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
414,240,0.0%,Equipment Work,Alteration Type 2,0.0%,2019,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
415,64,0.0%,Plumbing,Alteration Type 2,0.0%,1998,N/A,Specialized/Rare Commercial/Mixed - Plumbing
416,187,0.0%,Equipment Work,Alteration Type 2,0.0%,2014,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
417,38,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
418,181,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
419,89,0.0%,Equipment Work,Alteration Type 2,0.0%,2007,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
420,218,0.0%,Equipment Work,Alteration Type 2,0.0%,2013,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
421,74,0.0%,Equipment Work,Alteration Type 2,0.0%,2005,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
422,118,0.0%,Equipment Work,Alteration Type 2,0.0%,2004,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
423,220,0.0%,Equipment Work,Alteration Type 2,0.0%,2006,N/A,Specialized/Rare Commercial/Mixed - Equipment Work
